NPI,Prescriber,Specialty,City,Total Claims,Total Cost,Cost Per Claim,Specialty p95,Outlier Status,Outlier Cost,Priority Group,Priority Rank,Prescribers In Specialty
1285929513,Dutton,Family Practice,Walsenburg,1670,59735.17,35.77,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1285930842,Brunin,Physician Assistant,Denver,131,1612.43,12.31,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1285938399,Ozdemir,Internal Medicine,Highlands Ranch,4154,538893.51,129.73,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1285940197,Asherin,Physician Assistant,Englewood,219,36809.4,168.08,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1285945824,Denney,Vascular Surgery,Loveland,148,22580.84,152.57,434.43,Within specialty norm,0.0,Other qualifying specialty,44,46
1285945964,Dumpert,Nurse Practitioner,Aurora,14,46.11,3.29,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1285955534,Mendoza,Internal Medicine,Northglenn,4548,584091.7,128.43,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1285956219,Giurgiu,Dentist,Denver,379,1173.89,3.1,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1285959833,Dardar,Psychiatry,Aurora,22,2162.65,98.3,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1285962332,Barton,Nurse Practitioner,Littleton,11,158.3,14.39,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1285967109,Wells,Oral Surgery (Dentist only),Denver,91,458.29,5.04,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1285977017,Whitescarver,Physician Assistant,Littleton,2152,160168.41,74.43,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1285979989,Muga,Nurse Practitioner,Aurora,336,70443.32,209.65,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1285981217,Goodman,Dentist,Colorado Springs,35,108.83,3.11,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1285990184,Hegeman,Cardiology,Colorado Springs,4696,1249514.9,266.08,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1285995811,Henke,Family Practice,Fort Collins,85,1832.08,21.55,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1285998542,Falbo,Physician Assistant,Arvada,2208,124013.22,56.17,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295005494,Mcwilliams,Dentist,Grand Junction,36,77.78,2.16,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295012433,Lee,Nurse Practitioner,Colorado Springs,343,31321.16,91.32,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295012508,Johnson,Physician Assistant,Centennial,1823,120001.52,65.83,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295013597,Landin,Family Practice,Westminster,2704,84066.57,31.09,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295014710,Abuaba,Internal Medicine,Aurora,14905,1224421.86,82.15,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295020071,Sapp,Family Practice,Lakewood,13,148.14,11.4,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295022465,Than,Dentist,Littleton,85,462.85,5.45,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295025583,Reddy,Internal Medicine,Denver,415,41026.25,98.86,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295025682,Goodson,Dermatology,Aurora,293,77190.43,263.45,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295030724,Weber,Physician Assistant,Englewood,638,7005.74,10.98,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295030831,Herrforth,Emergency Medicine,Fort Collins,350,3015.28,8.62,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1295031540,Magaril,Dentist,Westminster,92,389.3,4.23,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295031714,Weisenborn,Physician Assistant,Thornton,447,5081.88,11.37,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295034510,Meason,Emergency Medicine,Denver,11,31.73,2.88,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1295043008,Quinn-Beitscher,Nurse Practitioner,Denver,18,134.92,7.5,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295050128,Hughes,Family Practice,Aurora,594,75679.48,127.41,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295054690,Calmes-Norgaard,Nurse Practitioner,Fort Collins,12,142.62,11.88,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295055077,Chubbuck,Physician Assistant,Grand Junction,110,632.04,5.75,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295061729,Prospero,Physician Assistant,Denver,296,26416.22,89.24,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295064665,Watson,Nurse Practitioner,Fort Collins,1377,370552.75,269.1,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295067452,Haws,Dentist,Castle Rock,13,65.35,5.03,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295076297,Hart,Nurse Practitioner,Loveland,483,65011.19,134.6,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295077964,Chang,Cardiology,Colorado Springs,1000,398068.59,398.07,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1295091908,Davis,General Surgery,Golden,91,357.69,3.93,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295097004,Dobson,Family Practice,Grand Junction,1219,59648.42,48.93,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295099596,Reddy,Family Practice,Parker,18223,1300167.55,71.35,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295115178,Hamilton,Neurology,Aurora,1434,563094.7,392.67,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1295116127,Haghighi,Ophthalmology,Denver,3778,410805.42,108.74,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1295117620,Nguyen,Physical Medicine and Rehabilitation,Denver,653,8807.1,13.49,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1295118610,Abbinante,Nurse Practitioner,Montrose,438,96704.09,220.79,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295121002,Huang,Family Practice,Denver,303,20806.1,68.67,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295122406,Bagby,Family Practice,Fort Collins,2467,109101.48,44.22,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295124071,Tsoris,General Surgery,Colorado Springs,34,110.03,3.24,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295130110,Hunger,Nurse Practitioner,Loveland,71,442.1,6.23,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295135960,Jensen,Oral Surgery (Dentist only),Westminster,609,3528.41,5.79,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1295150589,Ayers,Physician Assistant,Lone Tree,246,2895.16,11.77,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295152528,Barnett,Internal Medicine,Longmont,3132,171812.56,54.86,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295153344,Juneau,Hospitalist,Lafayette,26,191.45,7.36,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295173151,Verant,Internal Medicine,Colorado Springs,4809,163489.69,34.0,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295175875,Lieberman,Family Practice,Lafayette,111,1651.66,14.88,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295181725,Wojcik,Internal Medicine,Greenwood Village,46,250.75,5.45,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295182236,Prentice-Gaytan,Cardiology,Colorado Springs,2159,475815.17,220.39,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1295183184,Shackleton,General Surgery,Colorado Springs,68,213.39,3.14,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295183770,Jackson,Physician Assistant,Littleton,227,3104.56,13.68,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295184216,Meierbachtol,Internal Medicine,Denver,64,328.25,5.13,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295188548,Stearns,Nurse Practitioner,Aurora,36,296.91,8.25,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295194025,Hrenko,Physician Assistant,Westminster,1052,111047.39,105.56,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295197853,Laggis,Dermatology,Grand Junction,1253,638207.96,509.34,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295197960,Cobb,Psychiatry,Denver,1548,37038.27,23.93,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1295203180,Quinn,Physician Assistant,Boulder,1811,361386.63,199.55,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295204352,Duquette,Physician Assistant,Denver,392,2649.51,6.76,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295209211,Mooney,Physician Assistant,Cortez,3582,317733.44,88.7,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295215333,Mangham,Nurse Practitioner,Colorado Springs,1458,147940.21,101.47,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295227627,Sonnenberg,Family Practice,Colorado Springs,829,39859.29,48.08,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295232320,Kalmanson,Student in an Organized Health Care Education/Training Program,Aurora,35,40.27,1.15,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1295236677,Gomolka,Physician Assistant,Littleton,1410,76923.97,54.56,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295239697,Hoffkling,Family Practice,Denver,25,174.24,6.97,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295240380,Roosen,Nurse Practitioner,Highlands Ranch,1216,84464.48,69.46,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295242865,Jimenez-Santiago,Physician Assistant,Pueblo,644,11242.61,17.46,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295247393,Stater,Nurse Practitioner,Fort Collins,95,1966.55,20.7,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295250231,Talebpour,Dentist,Aurora,70,302.12,4.32,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295250983,Graves,Nurse Practitioner,Colorado Springs,249,2233.92,8.97,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295252781,Kuster,Nurse Practitioner,Boulder,221,67192.95,304.04,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295258481,Mckinney,Nurse Practitioner,Grand Junction,2416,95478.1,39.52,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295258887,Archer,Physician Assistant,Colorado Springs,15,57.67,3.84,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295264158,Orobona,Family Practice,Lafayette,179,2169.29,12.12,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295264455,Weingarth,Physician Assistant,Denver,390,26460.22,67.85,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295267417,Bagley,Orthopedic Surgery,Montrose,137,927.57,6.77,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295269314,Del Rosario,Hospitalist,Littleton,38,189.94,5.0,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295279974,Wade,Physician Assistant,Colorado Springs,3785,363908.82,96.14,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295280725,Heinrich,Nurse Practitioner,Englewood,614,53391.1,86.96,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295282796,Garcia,Pharmacist,Centennial,63,1572.79,24.96,300.18,Within specialty norm,0.0,Other qualifying specialty,33,112
1295285179,Morris,Nurse Practitioner,Denver,40,484.62,12.12,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295294221,Crosbie Cockroft,Psychiatry,Aurora,61,286.78,4.7,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1295295285,Bloemen,Geriatric Medicine,Aurora,294,36299.74,123.47,273.63,Within specialty norm,0.0,Other qualifying specialty,29,41
1295297745,Stachler,Hospitalist,Lafayette,92,5503.38,59.82,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295299402,Sanchez Cardenas,Internal Medicine,Fort Collins,2416,295436.24,122.28,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295300234,Plastino,Nurse Practitioner,Arvada,33,916.16,27.76,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295304772,Wood,Nurse Practitioner,Aurora,392,52671.02,134.36,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295308716,Sheets,Physician Assistant,Westminster,38,1045.61,27.52,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295312957,Pride,Internal Medicine,Highlands Ranch,252,23146.17,91.85,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295313450,Christenson,Student in an Organized Health Care Education/Training Program,Denver,36,63.24,1.76,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1295314615,Giron,Psychiatry,Parker,295,144896.11,491.17,314.64,Above own specialty 95th pct,144896.11,Other qualifying specialty,20,278
1295321263,Fischer,Physician Assistant,Westminster,214,22202.34,103.75,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295333144,Baral,Nurse Practitioner,Aurora,57,756.51,13.27,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295334308,Milligan,Physician Assistant,Aurora,303,57292.58,189.08,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295338150,Kelley,Nurse Practitioner,Firestone,86,586.16,6.82,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295338853,Poss,Nurse Practitioner,Aspen,22,163.43,7.43,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295341519,Porter,Nurse Practitioner,Cortez,589,33488.47,56.86,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295343176,Varoz,Nurse Practitioner,Denver,68,1561.7,22.97,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295343432,Kinne,Family Practice,Woodland Park,9023,1282652.47,142.15,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295349462,Pedersen,Nurse Practitioner,Denver,22,31.66,1.44,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295358299,Chance,Physician Assistant,Golden,218,902.59,4.14,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295364578,Schiffel,Dentist,Broomfield,12,39.67,3.31,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295376705,Han-Voth,Nurse Practitioner,Aurora,991,38444.92,38.79,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295378016,Romero,Nurse Practitioner,Fort Morgan,696,12408.54,17.83,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295384766,Feczko,Physician Assistant,Fort Collins,365,88521.11,242.52,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295386563,Cusi,Physician Assistant,Aurora,95,2079.12,21.89,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295389112,Underwood,Optometry,Cortez,322,82003.88,254.67,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1295392579,Patton,Physician Assistant,Englewood,132,895.07,6.78,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295393767,Gollub,Family Practice,Grand Junction,15,198.84,13.26,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295394641,Fleischmann,Physician Assistant,Lafayette,203,5086.22,25.06,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295396745,Van Der Werf,Dentist,Westminster,86,593.56,6.9,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295397917,Dumiye,Nurse Practitioner,Aurora,11,177.2,16.11,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295401214,Wyskiel,Nurse Practitioner,Colorado Springs,374,12538.96,33.53,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295424539,Thueson,Dentist,Colorado Springs,59,232.78,3.95,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295425825,Grigg,Dentist,Aurora,13,27.18,2.09,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295430189,Laird,Student in an Organized Health Care Education/Training Program,Pueblo,249,24600.53,98.8,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1295436921,Lewis,Nurse Practitioner,Colorado Springs,27,123.94,4.59,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295455160,Kareus,Nurse Practitioner,Fort Collins,494,27073.06,54.8,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295457778,Swad,Physician Assistant,Lone Tree,475,44874.03,94.47,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295474278,Daves,Nurse Practitioner,Fort Collins,944,184900.53,195.87,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295483410,Crawford,Nurse Practitioner,Broomfield,131,20244.44,154.54,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295483899,Lenart,Physician Assistant,Denver,70,341.21,4.87,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295491983,Endly,Nurse Practitioner,Lakewood,99,934.31,9.44,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295492064,Soderberg,Physician Assistant,Denver,34,267.38,7.86,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295515799,Porter,Physician Assistant,Golden,1458,60365.8,41.4,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295594968,Freeze,Student in an Organized Health Care Education/Training Program,Englewood,67,544.27,8.12,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1295597706,Grossman,Nurse Practitioner,Denver,43,751.65,17.48,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295701811,Kaufman,Infectious Disease,Denver,93,23348.37,251.06,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1295705747,Feign,Orthopedic Surgery,Colorado Springs,116,457.96,3.95,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295706075,Hall,Physician Assistant,Colorado Springs,271,47324.98,174.63,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295707032,Thurston,Nurse Practitioner,Colorado Springs,153,1466.34,9.58,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295707594,Thomas,Psychiatry,Wheat Ridge,2682,346166.9,129.07,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1295708758,Nguyen,Family Practice,Denver,8792,1748061.09,198.82,152.67,Above own specialty 95th pct,1748061.09,Top 8 priority segment,4,2288
1295713899,Shelanski,Medical Oncology,Loveland,617,3287437.62,5328.1,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1295715225,Dittrich,Vascular Surgery,Colorado Springs,68,10267.03,150.99,434.43,Within specialty norm,0.0,Other qualifying specialty,44,46
1295717049,Pujet,Infectious Disease,Boulder,906,1663627.23,1836.23,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1295719268,Clay,General Surgery,Usaf Academy,72,453.05,6.29,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295719441,Wolf,Physician Assistant,Loveland,36,298.45,8.29,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295719904,Fox,Hematology-Oncology,Boulder,384,707777.14,1843.17,5967.16,Within specialty norm,0.0,Top 8 priority segment,5,115
1295723674,Groce,Family Practice,Aurora,317,3558.04,11.22,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295724516,Abel,Optometry,Fort Collins,30,218.17,7.27,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1295727840,Smith,General Surgery,Lamar,26,183.48,7.06,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295729549,Repine,Ophthalmology,Littleton,1210,174528.82,144.24,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1295732022,Rosenblum,Family Practice,Thornton,5628,1048549.46,186.31,152.67,Above own specialty 95th pct,1048549.46,Top 8 priority segment,4,2288
1295732493,Piedad,Internal Medicine,Colorado Springs,2280,157112.69,68.91,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295733350,Sicher,Nephrology,Pueblo,1212,121995.67,100.66,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1295735694,Rumbyrt,Allergy/ Immunology,Lakewood,677,367482.78,542.81,1789.93,Within specialty norm,0.0,Other qualifying specialty,22,69
1295737526,Campbell Broughton,Internal Medicine,Fort Collins,3519,156698.69,44.53,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295739613,Cavender,Family Practice,Longmont,323,3058.39,9.47,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295740603,Pickle,Dentist,Colorado Springs,54,229.07,4.24,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295741478,Brown,Dentist,Glenwood Springs,17,42.9,2.52,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295759595,Nguyen,Internal Medicine,Denver,3889,123594.24,31.78,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295764975,Wicks,Physician Assistant,Fort Collins,101,699.13,6.92,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295772432,Birnbaum,Family Practice,Fort Collins,1446,101986.92,70.53,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295774248,Melzer,Optometry,Denver,127,1043.59,8.22,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1295775195,Oster,Ophthalmology,Grand Junction,553,20020.44,36.2,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1295776201,Mott,Dermatology,Loveland,38,180.88,4.76,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295778157,Busch,Emergency Medicine,Arvada,38,1106.26,29.11,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1295781326,Taub,Internal Medicine,Denver,41,6657.84,162.39,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295783751,Bogaert,Nephrology,Wheat Ridge,575,191894.51,333.73,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1295784437,Voss,Orthopedic Surgery,Boulder,172,1092.81,6.35,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295784916,Blom,Ophthalmology,Colorado Springs,5211,497611.23,95.49,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1295789345,Wagh,Gastroenterology,Aurora,11,144.73,13.16,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1295791929,Holley,Optometry,Colorado Springs,14,10684.11,763.15,540.42,Above own specialty 95th pct,10684.11,Other qualifying specialty,17,523
1295792307,Liddiard,Dentist,Pueblo,170,1193.4,7.02,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295794923,Stillwell,Pulmonary Disease,Aurora,27,342.42,12.68,5397.8,Within specialty norm,0.0,Top 8 priority segment,7,154
1295795144,Waring,Physician Assistant,Loveland,115,1053.84,9.16,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295797413,Wilson,Family Practice,Pueblo,5820,479510.0,82.39,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295801835,Spence,Family Practice,Carbondale,2010,110032.49,54.74,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295816098,Richardson,Dentist,Colorado Springs,25,67.1,2.68,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295817856,Beddingfield,Physician Assistant,Salida,412,123181.76,298.98,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295818474,Fox,General Surgery,Boulder,115,263.26,2.29,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1295820199,Hawkins,Physician Assistant,Aurora,204,115216.01,564.78,537.98,Above own specialty 95th pct,115216.01,Top 8 priority segment,2,3010
1295822344,Allen,Psychiatry,Aurora,23,1037.73,45.12,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1295830735,Wright,Dentist,Colorado Springs,17,26.3,1.55,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295831287,Jacobs,Dentist,Centennial,96,576.64,6.01,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295840171,Bacak,Family Practice,Aurora,681,31163.05,45.76,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295840353,Tsvetkova,Cardiology,Golden,4227,1292500.19,305.77,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1295851400,Dodge,Nurse Practitioner,Aspen,54,629179.5,11651.47,549.4,Above own specialty 95th pct,629179.5,Top 8 priority segment,1,3509
1295851699,Ahluwalia,Psychiatry & Neurology,Aurora,873,182736.07,209.32,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1295852333,Frankel,Dermatology,Glendale,599,112726.73,188.19,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295870129,Shrago,Family Practice,Grand Junction,4684,221434.05,47.27,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295879062,Boykin Willson,Physician Assistant,Denver,85,2146.94,25.26,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295879914,Boender,Optometry,Lakewood,138,1956.46,14.18,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1295897528,Mobley,Family Practice,Aurora,90,1493.8,16.6,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295899631,Fargo,Family Practice,Colorado Springs,5737,342718.2,59.74,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295908192,Rothschild,Dermatology,Centennial,2008,248198.4,123.6,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295909281,Peterson,Orthopedic Surgery,Fort Collins,338,1220.74,3.61,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295916088,Cleveland,Physician Assistant,Denver,554,3554.34,6.42,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295918092,Hildebrand,Dentist,Loveland,22,36.03,1.64,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295920155,Atkin,Dentist,Craig,23,27.12,1.18,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295924454,Dajani,Dermatology,Denver,553,130724.88,236.39,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1295929941,Pankratov,Hospitalist,Greenwood Village,331,13038.33,39.39,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295930931,Elmasri,Internal Medicine,Lakewood,97,53942.92,556.11,536.64,Above own specialty 95th pct,53942.92,Top 8 priority segment,3,1292
1295931418,Brewer,Dentist,Fort Collins,17,57.58,3.39,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295933059,Nielsen,Dentist,Centennial,56,198.75,3.55,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295934081,Marino,Hospitalist,Aurora,12,85.01,7.08,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295938819,Sherr,Internal Medicine,Wheat Ridge,12,8.61,0.72,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295943579,Michalson,Orthopedic Surgery,Denver,116,655.65,5.65,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295946283,Johnson,Orthopedic Surgery,Parker,414,3028.57,7.32,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1295947547,Miller,Psychiatry & Neurology,Denver,17,81.8,4.81,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1295952760,Braunholtz,Emergency Medicine,Vail,20,54.46,2.72,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
